product_id,customer_id,transaction_date,online_order,order_status,brand,product_line,product_class,product_size,list_price,standard_cost,product_first_sold_date
18,1175,2017-02-01,True,Approved,Solex,Standard,medium,medium,575.27,431.45,38339.0
87,717,2017-06-24,False,Approved,Giant ,Standard,high,medium,1179.0,707.4,37874.0
35,2925,2017-11-06,False,Approved,Trek ,Standard,low,medium,1057.51,154.4,40336.0
79,416,2017-03-28,False,Cancelled,Norco ,Standard,medium,medium,1555.58,818.01,33429.0
6,1404,2017-04-24,True,Approved,OHM ,Standard,high,medium,227.88,136.73,39298.0
49,3080,2017-03-26,True,Approved,Solex,Standard,medium,large,1061.56,733.58,34170.0
3,2992,2017-05-01,True,Approved,Trek ,Standard,medium,large,2091.47,388.92,39298.0
49,274,2017-07-30,False,Approved,Trek ,Road,medium,medium,533.51,400.13,35470.0
66,1533,2017-11-08,False,Approved,Giant ,Road,low,small,590.26,525.33,34996.0
2,1483,2017-07-27,True,Approved,Solex,Standard,medium,medium,71.49,53.62,41245.0
0,1980,2017-08-25,True,Approved,OHM ,Standard,low,medium,71.16,56.93,42145.0
58,873,2017-07-04,True,Approved,OHM ,Standard,medium,medium,912.52,141.4,40487.0
0,2174,2017-07-06,unknown,Approved,Norco ,Road,medium,medium,544.05,376.84,38647.0
34,2940,2017-09-05,False,Approved,Norco ,Road,high,large,774.53,464.72,36361.0
1,1022,2017-04-17,True,Approved,Giant ,Standard,medium,medium,1403.5,954.82,36145.0
34,2952,2017-04-09,False,Approved,WeareA2B,Standard,medium,medium,1231.15,161.6,38216.0
81,2843,2017-04-26,True,Approved,Norco ,Standard,medium,small,586.45,521.94,41533.0
47,1489,2017-07-16,True,Approved,Trek ,Road,low,small,1720.7,1531.42,38991.0
93,714,2017-07-27,False,Cancelled,OHM ,Standard,high,medium,1458.17,874.9,41848.0
86,2574,2017-12-11,True,Approved,OHM ,Standard,medium,medium,235.63,125.07,38206.0
48,1426,2017-01-09,False,Approved,WeareA2B,Standard,medium,medium,1762.96,950.52,41848.0
76,2865,2017-10-05,True,Approved,WeareA2B,Road,low,small,1172.78,1043.77,37539.0
38,3208,2017-06-05,False,Approved,Trek ,Standard,medium,large,2091.47,388.92,41167.0
87,3326,2017-06-13,True,Approved,OHM ,Standard,medium,medium,1636.9,44.71,41922.0
82,2792,2017-05-26,True,Approved,Norco ,Standard,high,medium,1148.64,689.18,38339.0
0,1428,2017-10-23,False,Approved,Solex,Standard,medium,medium,100.35,75.26,36367.0
2,1645,2017-01-04,True,Approved,Solex,Standard,medium,medium,71.49,53.62,41701.0
32,3097,2017-10-31,True,Approved,Giant ,Standard,medium,medium,642.7,211.37,40618.0
3,682,2017-07-15,False,Approved,Trek ,Standard,medium,large,2091.47,388.92,40649.0
61,1189,2017-08-06,True,Approved,Norco ,Standard,medium,small,586.45,521.94,42226.0
0,776,2017-06-22,False,Approved,Solex,Standard,medium,medium,441.49,84.99,34071.0
60,2404,2017-01-21,False,Approved,Giant ,Standard,high,small,1977.36,1759.85,40779.0
55,2120,2017-12-11,True,Approved,Trek ,Road,medium,large,1894.19,598.76,37823.0
87,1315,2017-02-14,True,Approved,Giant ,Standard,high,medium,1179.0,707.4,35667.0
38,1425,2017-10-15,True,Approved,Trek ,Standard,medium,large,2091.47,388.92,37873.0
83,1979,2017-11-27,False,Approved,Solex,Touring,medium,large,2083.94,675.03,34079.0
26,1527,2017-08-27,False,Approved,WeareA2B,Standard,medium,medium,1992.93,762.63,34115.0
36,68,2017-01-16,True,Approved,Solex,Standard,low,medium,945.04,507.58,40784.0
1,1091,2017-04-01,True,Approved,Giant ,Standard,medium,medium,1403.5,954.82,42688.0
0,3487,2017-04-07,True,Approved,Norco ,Road,medium,medium,543.39,407.54,42696.0
38,2133,2017-05-01,False,Approved,Trek ,Standard,medium,large,2091.47,388.92,40779.0
69,445,2017-06-12,False,Approved,Giant ,Road,medium,medium,792.9,594.68,33879.0
56,1018,2017-04-25,False,Approved,OHM ,Standard,medium,medium,183.86,137.9,42172.0
79,1494,2017-01-13,True,Approved,Norco ,Standard,medium,medium,1555.58,818.01,35667.0
81,2118,2017-02-05,True,Approved,Solex,Standard,medium,medium,1151.96,649.49,36498.0
50,3145,2017-10-23,False,Approved,Giant ,Standard,medium,medium,642.7,211.37,38750.0
66,934,2017-08-13,True,Approved,Giant ,Road,low,small,590.26,525.33,42710.0
95,186,2017-07-18,False,Approved,Giant ,Standard,medium,large,569.56,528.43,37874.0
57,2671,2017-03-31,True,Approved,WeareA2B,Touring,medium,large,1890.39,260.14,33259.0
48,3241,2017-12-19,False,Approved,WeareA2B,Standard,medium,medium,1762.96,950.52,41064.0
43,1909,2017-02-28,True,Approved,Solex,Standard,medium,medium,1151.96,649.49,41848.0
15,958,2017-07-21,False,Approved,WeareA2B,Standard,medium,medium,1292.84,13.44,39915.0
69,3199,2017-09-29,True,Approved,Giant ,Road,medium,medium,792.9,594.68,38859.0
87,643,2017-10-01,True,Approved,Giant ,Standard,high,medium,1179.0,707.4,35667.0
60,525,2017-07-13,True,Approved,Giant ,Standard,high,small,1977.36,1759.85,42145.0
93,55,2017-09-22,False,Approved,WeareA2B,Standard,medium,medium,1065.03,230.09,36833.0
60,2690,2017-03-01,False,Approved,Giant ,Standard,high,small,1977.36,1759.85,41047.0
98,2566,2017-12-13,True,Approved,Trek ,Standard,high,medium,358.39,215.03,33364.0
72,260,2017-04-15,True,Approved,OHM ,Standard,medium,medium,912.52,141.4,40779.0
49,253,2017-08-17,False,Approved,Trek ,Road,medium,medium,533.51,400.13,41009.0
22,787,2017-02-16,True,Approved,WeareA2B,Standard,medium,medium,60.34,45.26,33552.0
40,2463,2017-07-31,False,Approved,OHM ,Standard,high,medium,1458.17,874.9,38750.0
3,65,2017-03-18,False,Approved,Trek ,Standard,medium,large,2091.47,388.92,37823.0
74,3103,2017-11-08,True,Approved,WeareA2B,Standard,medium,medium,1228.07,400.91,36668.0
63,2371,2017-12-09,False,Approved,WeareA2B,Standard,medium,medium,1992.93,762.63,39031.0
41,2991,2017-01-07,False,Approved,Solex,Road,medium,medium,416.98,312.74,35560.0
67,2566,2017-01-18,True,Approved,Norco ,Road,medium,medium,544.05,376.84,33879.0
25,1898,2017-10-03,False,Approved,Giant ,Road,medium,medium,1538.99,829.65,42404.0
10,2695,2017-09-04,False,Approved,WeareA2B,Touring,medium,medium,1466.68,363.25,39298.0
93,670,2017-01-31,True,Approved,WeareA2B,Standard,medium,medium,1065.03,230.09,36833.0
11,1103,2017-11-13,False,Approved,Trek ,Standard,medium,small,1775.81,1580.47,42404.0
89,1637,2017-09-08,False,Approved,Giant ,Standard,medium,large,1812.75,582.48,40336.0
88,1379,2017-05-13,True,Approved,Norco ,Standard,medium,medium,1198.46,381.1,37874.0
58,1914,2017-05-16,False,Approved,OHM ,Standard,medium,medium,912.52,141.4,42295.0
45,1994,2017-08-14,False,Approved,Trek ,Road,low,medium,980.37,234.43,38258.0
87,708,2017-08-07,False,Approved,Giant ,Standard,high,medium,1179.0,707.4,36367.0
40,2616,2017-08-22,False,Approved,Trek ,Road,medium,large,1894.19,598.76,35707.0
57,3199,2017-01-12,False,Approved,WeareA2B,Touring,medium,large,1890.39,260.14,36146.0
50,3239,2017-09-23,True,Approved,Giant ,Standard,medium,medium,642.7,211.37,37337.0
89,3438,2017-03-24,True,Approved,WeareA2B,Touring,medium,large,1362.99,57.74,42560.0
38,2616,2017-04-07,True,Approved,Trek ,Standard,medium,large,2091.47,388.92,41167.0
83,1722,2017-11-21,False,Approved,Solex,Touring,medium,large,2083.94,675.03,41533.0
21,3240,2017-09-07,False,Approved,Solex,Standard,medium,large,1071.23,380.74,34244.0
59,3208,2017-05-13,False,Approved,WeareA2B,Standard,medium,small,1415.01,1259.36,37626.0
4,3297,2017-10-27,True,Approved,Giant ,Standard,high,medium,1129.13,677.48,38573.0
3,3212,2017-06-07,False,Approved,Trek ,Standard,medium,large,2091.47,388.92,40779.0
69,2944,2017-01-23,True,Approved,Giant ,Road,medium,medium,792.9,594.68,33879.0
7,220,2017-04-02,True,Approved,Giant ,Standard,medium,small,1311.44,1167.18,33888.0
72,1331,2017-01-11,False,Approved,OHM ,Standard,medium,medium,912.52,141.4,42295.0
54,609,2017-06-23,True,Approved,WeareA2B,Standard,medium,medium,1292.84,13.44,39915.0
88,426,2017-08-23,True,Approved,Norco ,Standard,medium,medium,1198.46,381.1,36145.0
57,3127,2017-11-25,False,Approved,WeareA2B,Touring,medium,large,1890.39,260.14,33259.0
27,830,2017-03-19,True,Approved,Trek ,Standard,medium,medium,499.53,388.72,36334.0
5,3163,2017-10-01,False,Approved,Trek ,Mountain,low,medium,574.64,459.71,40784.0
28,2160,2017-02-14,False,Approved,Norco ,Standard,medium,small,1216.14,1082.36,33552.0
38,1291,2017-08-11,True,Approved,Solex,Standard,medium,medium,1577.53,826.51,40618.0
80,879,2017-12-02,False,Approved,OHM ,Touring,low,medium,1073.07,933.84,35455.0
3,2580,2017-10-27,False,Approved,Trek ,Standard,medium,large,2091.47,388.92,38258.0
29,394,2017-08-21,False,Approved,WeareA2B,Standard,medium,medium,1065.03,230.09,38002.0
5,10,2017-08-26,False,Approved,Trek ,Mountain,low,medium,574.64,459.71,38258.0
15,785,2017-10-12,True,Approved,Norco ,Standard,low,medium,958.74,748.9,35378.0
38,198,2017-02-11,False,Approved,Solex,Standard,medium,medium,1577.53,826.51,40618.0
2,304,2017-12-08,False,Approved,Solex,Standard,medium,medium,71.49,53.62,40784.0
38,3083,2017-09-14,True,Approved,Solex,Standard,medium,medium,1577.53,826.51,39526.0
64,2364,2017-02-16,True,Approved,Trek ,Standard,medium,large,1469.44,596.55,38647.0
57,530,2017-07-07,True,Approved,WeareA2B,Touring,medium,large,1890.39,260.14,33259.0
5,170,2017-10-05,True,Cancelled,Giant ,Standard,high,medium,1129.13,677.48,38573.0
31,1321,2017-07-02,True,Approved,Giant ,Standard,medium,medium,230.91,173.18,39031.0
76,3407,2017-01-11,True,Approved,WeareA2B,Road,low,small,1172.78,1043.77,37539.0
25,3203,2017-10-18,False,Approved,Giant ,Road,medium,medium,1538.99,829.65,33552.0
52,2935,2017-01-02,False,Approved,OHM ,Road,medium,medium,1280.28,829.51,37220.0
69,1272,2017-06-12,True,Approved,Giant ,Road,medium,medium,792.9,594.68,33879.0
22,1391,2017-10-28,True,Approved,Solex,Standard,medium,medium,575.27,431.45,41345.0
80,338,2017-05-31,True,Approved,OHM ,Touring,low,medium,1073.07,933.84,35455.0
97,485,2017-07-29,False,Approved,OHM ,Road,medium,medium,742.54,667.4,33549.0
23,1805,2017-06-15,False,Approved,Norco ,Mountain,low,small,688.63,612.88,34244.0
21,442,2017-10-30,True,Approved,Solex,Standard,medium,large,1071.23,380.74,35160.0
80,2844,2017-04-21,True,Approved,OHM ,Touring,low,medium,1073.07,933.84,38206.0
3,363,2017-12-16,True,Approved,Trek ,Standard,medium,large,2091.47,388.92,38193.0
76,1609,2017-10-30,True,Approved,WeareA2B,Standard,low,medium,642.31,513.85,41922.0
14,1934,2017-04-30,True,Approved,Trek ,Standard,medium,small,1386.84,1234.29,40303.0
79,855,2017-02-14,False,Approved,Solex,Touring,medium,large,2083.94,675.03,40303.0
100,230,2017-11-24,True,Approved,Trek ,Standard,medium,small,1386.84,1234.29,37838.0
42,831,2017-08-16,True,Approved,OHM ,Road,medium,small,1810.0,1610.9,39526.0
0,640,2017-01-12,True,Approved,Norco ,Road,medium,medium,544.05,376.84,34996.0
79,446,2017-09-29,True,Approved,Norco ,Standard,medium,medium,1555.58,818.01,41533.0
27,818,2017-06-07,True,Approved,Trek ,Standard,medium,medium,499.53,388.72,36334.0
2,293,2017-08-12,True,Approved,Solex,Standard,medium,medium,71.49,53.62,38573.0
15,2650,2017-07-10,True,Approved,Norco ,Standard,low,medium,958.74,748.9,35378.0
11,1699,2017-07-13,True,Approved,Giant ,Standard,high,medium,1274.93,764.96,39880.0
74,997,2017-09-27,True,Approved,WeareA2B,Standard,medium,medium,1228.07,400.91,42226.0
5,1068,2017-08-23,True,Approved,Trek ,Mountain,low,medium,574.64,459.71,38258.0
69,1720,2017-01-11,False,Approved,Giant ,Road,medium,medium,792.9,594.68,42105.0
42,1317,2017-11-25,True,Approved,OHM ,Road,medium,small,1810.0,1610.9,38206.0
64,1574,2017-10-18,True,Approved,Trek ,Standard,medium,large,1469.44,596.55,40487.0
65,22,2017-05-29,True,Approved,WeareA2B,Standard,medium,medium,1807.45,778.69,42145.0
72,1326,2017-04-10,True,Approved,Norco ,Standard,medium,medium,360.4,270.3,36668.0
4,1043,2017-07-13,True,Approved,Giant ,Standard,high,medium,1129.13,677.48,33549.0
72,3148,2017-06-24,False,Approved,OHM ,Standard,medium,medium,912.52,141.4,40487.0
88,257,2017-04-06,False,Approved,Norco ,Standard,medium,medium,1198.46,381.1,41434.0
19,835,2017-05-05,True,Approved,OHM ,Road,high,large,12.01,7.21,34115.0
45,3094,2017-01-05,True,Approved,Solex,Standard,medium,medium,441.49,84.99,39427.0
20,248,2017-02-15,False,Approved,Trek ,Standard,medium,small,1775.81,1580.47,40303.0
36,1992,2017-12-08,False,Approved,Solex,Standard,low,medium,945.04,507.58,40672.0
92,427,2017-04-06,False,Approved,WeareA2B,Standard,medium,small,1415.01,1259.36,36833.0
63,921,2017-04-15,True,Approved,Solex,Standard,medium,medium,1483.2,99.59,36146.0
60,2392,2017-05-06,True,Approved,Giant ,Standard,high,small,1977.36,1759.85,40779.0
75,1314,2017-08-19,False,Approved,Giant ,Touring,medium,large,1873.97,863.95,41922.0
1,2527,2017-08-23,True,Approved,Giant ,Standard,medium,medium,1403.5,954.82,40784.0
5,2981,2017-12-06,True,Approved,Giant ,Standard,high,medium,1129.13,677.48,38258.0
32,2701,2017-09-17,True,Approved,Giant ,Standard,medium,medium,642.7,211.37,38750.0
15,791,2017-05-21,True,Approved,Norco ,Standard,low,medium,958.74,748.9,40303.0
15,1880,2017-05-07,False,Approved,WeareA2B,Standard,medium,medium,1292.84,13.44,39915.0
53,2815,2017-10-08,False,Approved,OHM ,Standard,medium,medium,795.34,101.58,35470.0
89,881,2017-05-08,True,Approved,Giant ,Standard,medium,large,1812.75,582.48,40618.0
75,989,2017-01-03,True,Approved,Giant ,Touring,medium,large,1873.97,863.95,40410.0
99,972,2017-08-07,False,Approved,OHM ,Standard,medium,medium,1227.34,770.89,33364.0
62,1493,2017-12-02,False,Approved,Solex,Standard,high,medium,1024.66,614.8,35378.0
48,1843,2017-03-23,True,Approved,WeareA2B,Standard,medium,medium,1762.96,950.52,41167.0
23,365,2017-11-03,True,Approved,Norco ,Standard,medium,medium,1198.46,381.1,36145.0
56,2009,2017-11-06,False,Approved,OHM ,Standard,medium,medium,183.86,137.9,34143.0
46,3366,2017-11-16,False,Approved,Solex,Standard,low,medium,1289.85,74.51,39915.0
36,2851,2017-04-24,True,Approved,Solex,Standard,low,medium,945.04,507.58,40672.0
1,3153,2017-02-13,False,Approved,Giant ,Touring,medium,large,1873.97,863.95,38859.0
62,746,2017-05-03,False,Approved,Solex,Standard,medium,medium,478.16,298.72,40410.0
34,657,2017-08-06,True,Approved,Norco ,Road,high,large,774.53,464.72,37698.0
38,3017,2017-01-14,True,Approved,Solex,Standard,medium,medium,1577.53,826.51,40618.0
60,1690,2017-10-19,False,Approved,Giant ,Standard,high,small,1977.36,1759.85,40487.0
49,2099,2017-12-05,True,Approved,Solex,Standard,medium,large,1061.56,733.58,42145.0
77,3288,2017-03-03,False,Approved,WeareA2B,Standard,medium,medium,1769.64,108.76,40672.0
46,544,2017-10-07,False,Approved,OHM ,Standard,low,medium,1793.43,248.82,39526.0
56,2736,2017-11-18,True,Approved,OHM ,Standard,medium,medium,183.86,137.9,34143.0
51,2970,2017-01-22,True,Approved,OHM ,Standard,high,medium,2005.66,1203.4,41009.0
21,453,2017-04-04,False,Approved,WeareA2B,Touring,medium,medium,1466.68,363.25,41701.0
31,3163,2017-12-16,False,Approved,Giant ,Standard,medium,medium,230.91,173.18,39031.0
82,1748,2017-12-28,False,Approved,Norco ,Standard,high,medium,1148.64,689.18,38482.0
75,1064,2017-06-06,True,Approved,Giant ,Touring,medium,large,1873.97,863.95,42226.0
34,1245,2017-06-24,False,Approved,Norco ,Road,high,large,774.53,464.72,37698.0
6,3363,2017-09-11,True,Approved,Solex,Standard,high,medium,748.17,448.9,33552.0
4,460,2017-08-01,True,Approved,Giant ,Standard,high,medium,1129.13,677.48,38258.0
85,440,2017-01-08,True,Approved,WeareA2B,Standard,medium,medium,752.64,205.36,42218.0
13,1457,2017-04-21,True,Approved,Solex,Standard,medium,medium,1163.89,589.27,42560.0
4,768,2017-12-25,False,Approved,Giant ,Standard,high,medium,1129.13,677.48,38216.0
37,1547,2017-11-11,False,Approved,OHM ,Standard,low,medium,1793.43,248.82,40336.0
58,2014,2017-10-09,False,Approved,OHM ,Standard,medium,medium,912.52,141.4,40487.0
56,2285,2017-12-03,True,Approved,Norco ,Mountain,low,small,688.63,612.88,34244.0
40,3085,2017-12-11,unknown,Approved,OHM ,Standard,high,medium,1458.17,874.9,38750.0
42,1728,2017-06-20,True,Approved,OHM ,Road,medium,small,1810.0,1610.9,39526.0
60,1597,2017-08-04,True,Approved,Giant ,Standard,high,small,1977.36,1759.85,40779.0
90,1534,2017-10-10,True,Approved,Norco ,Standard,low,medium,363.01,290.41,38482.0
86,391,2017-06-17,True,Approved,OHM ,Standard,medium,medium,235.63,125.07,38206.0
97,39,2017-01-19,False,Approved,Solex,Standard,medium,large,202.62,151.96,42458.0
2,754,2017-03-28,True,Approved,Solex,Standard,medium,medium,71.49,53.62,41245.0
32,3310,2017-04-24,False,Approved,Giant ,Standard,medium,medium,642.7,211.37,40618.0
91,2348,2017-07-14,True,Approved,Solex,Standard,medium,medium,100.35,75.26,36367.0
85,262,2017-08-21,False,Approved,WeareA2B,Standard,medium,medium,1228.07,400.91,33429.0
7,19,2017-01-31,False,Approved,Giant ,Standard,medium,small,1311.44,1167.18,33888.0
35,638,2017-10-31,False,Approved,Giant ,Standard,medium,medium,1403.5,954.82,42688.0
22,2943,2017-09-14,True,Approved,Solex,Standard,medium,medium,575.27,431.45,41345.0
36,2809,2017-05-25,False,Approved,Solex,Standard,low,medium,945.04,507.58,35052.0
17,318,2017-03-27,False,Approved,Solex,Standard,high,medium,1024.66,614.8,42404.0
29,1052,2017-12-30,False,Approved,WeareA2B,Standard,medium,medium,1065.03,230.09,36833.0
3,2701,2017-09-18,True,Approved,Trek ,Standard,medium,large,2091.47,388.92,38573.0
0,1039,2017-05-30,True,Approved,Norco ,Road,medium,medium,544.05,376.84,36668.0
81,1091,2017-10-04,False,Approved,Norco ,Standard,medium,small,586.45,521.94,33429.0
50,1431,2017-11-12,False,Approved,WeareA2B,Standard,medium,small,175.89,131.92,42295.0
22,3138,2017-04-04,False,Approved,WeareA2B,Standard,medium,medium,60.34,45.26,33552.0
80,205,2017-04-18,True,Approved,OHM ,Touring,low,medium,1073.07,933.84,38206.0
4,3240,2017-07-11,False,Approved,Giant ,Standard,high,medium,1129.13,677.48,37659.0
75,2026,2017-07-01,False,Approved,Giant ,Touring,medium,large,1873.97,863.95,40553.0
67,2472,2017-11-01,False,Approved,Solex,Standard,medium,large,1071.23,380.74,34165.0
38,2479,2017-02-21,True,Approved,Solex,Standard,medium,medium,1577.53,826.51,40618.0
27,801,2017-01-07,True,Approved,Trek ,Standard,medium,medium,499.53,388.72,36334.0
54,3040,2017-10-06,unknown,Approved,WeareA2B,Standard,medium,medium,1292.84,13.44,42226.0
11,2651,2017-10-28,False,Approved,Giant ,Standard,high,medium,1274.93,764.96,39880.0
47,478,2017-07-19,False,Approved,Trek ,Road,low,small,1720.7,1531.42,37823.0
43,1637,2017-07-22,False,Approved,Norco ,Standard,medium,medium,1555.58,818.01,37873.0
32,3238,2017-07-13,True,Approved,Giant ,Standard,medium,medium,642.7,211.37,37337.0
64,2462,2017-06-23,False,Approved,Trek ,Standard,medium,large,1469.44,596.55,41047.0
48,90,2017-05-08,False,Approved,WeareA2B,Standard,medium,medium,1762.96,950.52,41848.0
53,2947,2017-11-14,False,Approved,OHM ,Standard,medium,medium,795.34,101.58,35470.0
88,2640,2017-10-14,False,Approved,Norco ,Standard,medium,medium,1198.46,381.1,36145.0
54,737,2017-04-15,True,Approved,WeareA2B,Standard,medium,medium,1292.84,13.44,39915.0
0,123,2017-02-16,True,Approved,Norco ,Standard,medium,medium,360.4,270.3,42710.0
52,2878,2017-05-20,False,Approved,OHM ,Road,medium,medium,1280.28,829.51,33429.0
88,97,2017-05-29,True,Approved,Norco ,Standard,medium,medium,1198.46,381.1,37874.0
100,3399,2017-02-05,True,Approved,Norco ,Road,medium,medium,1036.59,206.35,33364.0
87,1791,2017-01-18,True,Approved,Giant ,Standard,high,medium,1179.0,707.4,36367.0
72,3224,2017-09-11,False,Approved,Norco ,Standard,medium,medium,360.4,270.3,42710.0
99,2455,2017-07-20,True,Approved,OHM ,Standard,medium,medium,1227.34,770.89,34556.0
66,1962,2017-03-25,False,Approved,Giant ,Road,low,small,590.26,525.33,40410.0
3,2771,2017-04-13,False,Approved,Trek ,Standard,medium,large,2091.47,388.92,40487.0
91,2932,2017-11-12,False,Approved,Solex,Standard,medium,medium,100.35,75.26,36367.0
43,783,2017-09-25,True,Approved,Solex,Standard,medium,medium,1151.96,649.49,35470.0
41,2973,2017-08-24,True,Approved,Norco ,Standard,low,medium,958.74,748.9,38693.0
0,1944,2017-04-24,False,Approved,Trek ,Road,medium,medium,533.51,400.13,37823.0
96,3363,2017-12-26,False,Approved,Giant ,Standard,medium,large,1635.3,993.66,42458.0
100,3124,2017-08-24,False,Approved,Trek ,Standard,medium,small,1386.84,1234.29,40303.0
54,2030,2017-02-27,True,Approved,WeareA2B,Standard,medium,medium,1807.45,778.69,42145.0
84,2108,2017-01-23,False,Approved,Trek ,Road,medium,medium,290.62,215.14,35667.0
25,1194,2017-06-11,False,Approved,Giant ,Road,medium,medium,1538.99,829.65,42404.0
84,1429,2017-05-23,False,Approved,Trek ,Road,medium,medium,290.62,215.14,34079.0
40,549,2017-02-28,True,Approved,OHM ,Standard,high,medium,1458.17,874.9,35052.0
66,1952,2017-05-25,True,Approved,Giant ,Road,low,small,590.26,525.33,37499.0
56,751,2017-04-27,False,Approved,OHM ,Standard,medium,medium,183.86,137.9,35707.0
28,1174,2017-12-22,True,Approved,Norco ,Standard,medium,small,1216.14,1082.36,33455.0
37,1576,2017-04-21,True,Approved,OHM ,Standard,low,medium,1793.43,248.82,36361.0
24,2104,2017-10-06,False,Approved,Solex,Road,medium,large,1777.8,820.78,40670.0
51,974,2017-01-25,True,Approved,OHM ,Standard,high,medium,2005.66,1203.4,35707.0
4,731,2017-05-20,False,Approved,Giant ,Standard,high,medium,1129.13,677.48,38573.0
86,1137,2017-07-16,True,Approved,OHM ,Standard,medium,medium,235.63,125.07,38206.0
8,1060,2017-02-15,True,Approved,Solex,Road,medium,small,1703.52,1516.13,42560.0
0,2692,2017-11-20,False,Approved,Norco ,Standard,low,medium,363.01,290.41,36367.0
89,2622,2017-06-03,True,Approved,WeareA2B,Touring,medium,large,1362.99,57.74,34079.0
54,2522,2017-09-19,False,Approved,WeareA2B,Standard,medium,medium,1807.45,778.69,42145.0
28,2325,2017-07-01,False,Approved,Solex,Road,medium,small,1703.52,1516.13,38216.0
21,1389,2017-03-25,False,Approved,Solex,Standard,medium,large,1071.23,380.74,35160.0
41,1672,2017-11-18,False,Approved,Solex,Road,medium,medium,416.98,312.74,41064.0
66,2587,2017-10-27,True,Approved,Giant ,Road,low,small,590.26,525.33,40487.0
43,839,2017-02-17,False,Approved,Solex,Standard,medium,medium,1151.96,649.49,34071.0
50,3297,2017-08-13,True,Approved,WeareA2B,Standard,medium,small,175.89,131.92,37668.0
81,2028,2017-01-05,False,Approved,Norco ,Standard,medium,small,586.45,521.94,41533.0
30,1668,2017-06-15,False,Approved,Solex,Standard,high,medium,748.17,448.9,33552.0
12,3178,2017-02-26,True,Approved,WeareA2B,Standard,medium,medium,1231.15,161.6,38216.0
35,713,2017-04-19,True,Approved,Trek ,Standard,low,medium,1057.51,154.4,38750.0
21,32,2017-12-04,True,Approved,Solex,Standard,medium,large,1071.23,380.74,35160.0
49,3143,2017-02-05,False,Approved,Trek ,Road,medium,medium,533.51,400.13,41064.0
51,422,2017-03-07,False,Approved,OHM ,Standard,high,medium,2005.66,1203.4,41009.0
95,3002,2017-08-24,True,Approved,Giant ,Standard,medium,large,569.56,528.43,38002.0
21,2534,2017-02-05,False,Approved,Solex,Standard,medium,large,1071.23,380.74,34244.0
57,3159,2017-12-02,False,Approved,WeareA2B,Touring,medium,large,1890.39,260.14,33259.0
4,2273,2017-03-02,False,Approved,Giant ,Standard,high,medium,1129.13,677.48,38216.0
80,2183,2017-12-15,False,Approved,OHM ,Touring,low,medium,1073.07,933.84,42226.0
40,525,2017-07-07,False,Approved,OHM ,Standard,high,medium,1458.17,874.9,34071.0
21,943,2017-01-29,False,Approved,Solex,Standard,medium,large,1071.23,380.74,34115.0
9,2647,2017-12-18,True,Cancelled,Norco ,Standard,medium,small,1216.14,1082.36,33455.0
38,468,2017-05-03,True,Approved,Trek ,Standard,medium,large,2091.47,388.92,38573.0
28,761,2017-10-05,True,Approved,Norco ,Standard,medium,small,1216.14,1082.36,34165.0
7,426,2017-05-15,False,Approved,Trek ,Road,low,medium,980.37,234.43,38258.0
38,1062,2017-04-21,True,Approved,Solex,Standard,medium,medium,1577.53,826.51,40618.0
15,102,2017-08-19,True,Approved,Norco ,Standard,low,medium,958.74,748.9,38693.0
74,2956,2017-08-14,True,Approved,WeareA2B,Standard,medium,medium,1228.07,400.91,42226.0
99,1604,2017-07-13,True,Approved,Trek ,Road,low,small,1720.7,1531.42,38991.0
48,3402,2017-07-10,True,Approved,WeareA2B,Standard,medium,medium,1762.96,950.52,41848.0
92,936,2017-04-27,False,Approved,WeareA2B,Touring,medium,large,1890.39,260.14,33259.0
48,1238,2017-04-08,unknown,Approved,WeareA2B,Standard,medium,medium,1762.96,950.52,35707.0
31,628,2017-03-06,True,Approved,Giant ,Standard,medium,medium,230.91,173.18,39031.0
20,1697,2017-09-15,False,Approved,Trek ,Standard,medium,small,1775.81,1580.47,42404.0
13,2288,2017-09-09,False,Approved,Solex,Standard,medium,medium,1577.53,826.51,40618.0
54,2982,2017-04-09,True,Approved,WeareA2B,Standard,medium,medium,1292.84,13.44,35707.0
58,1718,2017-09-28,False,Approved,OHM ,Road,medium,medium,1280.28,829.51,39915.0
56,451,2017-06-03,False,Approved,Norco ,Mountain,low,small,688.63,612.88,34244.0
73,1119,2017-03-26,True,Approved,Solex,Standard,medium,medium,1945.43,333.18,40553.0
81,42,2017-01-02,True,Approved,Norco ,Standard,medium,small,586.45,521.94,33429.0
67,2666,2017-04-18,True,Approved,Norco ,Road,medium,medium,544.05,376.84,38647.0
0,1945,2017-06-09,True,Approved,Trek ,Road,medium,medium,533.51,400.13,33259.0
100,239,2017-09-04,True,Approved,Norco ,Road,medium,medium,1036.59,206.35,33364.0
92,1808,2017-11-08,False,Approved,WeareA2B,Touring,medium,large,1890.39,260.14,34586.0
91,3172,2017-07-14,False,Approved,Solex,Standard,medium,medium,100.35,75.26,36367.0
0,2859,2017-11-09,False,Approved,WeareA2B,Standard,medium,small,175.89,131.92,37668.0
82,3048,2017-05-02,False,Approved,Norco ,Standard,high,medium,1148.64,689.18,42226.0
31,2628,2017-01-13,False,Approved,Giant ,Standard,medium,medium,230.91,173.18,39031.0
0,3495,2017-12-17,True,Approved,Trek ,Road,medium,medium,533.51,400.13,41064.0
76,1091,2017-12-26,False,Approved,WeareA2B,Standard,low,medium,642.31,513.85,41922.0
