,product_id,customer_id,transaction_date,online_order,order_status,brand,product_line,product_class,product_size,list_price,standard_cost,product_first_sold_date
6302,79,733,2017-05-23,False,Approved,Norco ,Standard,medium,medium,1555.58,818.01,37873.0
6303,64,2604,2017-01-02,True,Approved,Trek ,Standard,medium,large,1469.44,596.55,42105.0
6304,27,1864,2017-09-13,True,Approved,Trek ,Standard,medium,medium,499.53,388.72,36334.0
6305,1,498,2017-01-18,True,Approved,Giant ,Touring,medium,large,1873.97,863.95,42226.0
6306,6,1471,2017-09-20,unknown,Approved,OHM ,Standard,high,medium,227.88,136.73,37659.0
6307,81,1242,2017-10-11,True,Approved,Solex,Standard,medium,medium,1151.96,649.49,34071.0
6308,59,1207,2017-10-17,False,Approved,Solex,Standard,medium,large,1061.56,733.58,34170.0
6309,88,3039,2017-03-31,True,Approved,Norco ,Standard,medium,medium,1198.46,381.1,36145.0
6310,78,486,2017-10-03,False,Approved,Giant ,Standard,medium,large,1765.3,709.48,37873.0
6311,17,3114,2017-12-08,False,Approved,Solex,Standard,high,medium,1024.66,614.8,40303.0
6312,19,611,2017-11-23,True,Approved,OHM ,Road,high,large,12.01,7.21,42404.0
6313,74,1182,2017-11-16,False,Approved,WeareA2B,Standard,medium,medium,1228.07,400.91,38859.0
6314,33,1362,2017-04-18,True,Approved,Giant ,Standard,medium,small,1311.44,1167.18,33888.0
6315,85,2731,2017-12-27,False,Approved,WeareA2B,Standard,medium,medium,752.64,205.36,36145.0
6316,0,1013,2017-03-14,True,Approved,OHM ,Standard,medium,medium,183.86,137.9,35707.0
6317,0,1390,2017-08-26,False,Approved,Solex,Standard,medium,medium,478.16,298.72,40487.0
6318,36,2966,2017-11-28,True,Approved,Solex,Standard,low,medium,945.04,507.58,36361.0
6319,41,631,2017-12-14,True,Approved,Solex,Road,medium,medium,416.98,312.74,35560.0
6320,41,609,2017-03-14,True,Approved,Solex,Road,medium,medium,416.98,312.74,35560.0
6321,25,609,2017-11-24,False,Approved,Giant ,Road,medium,medium,1538.99,829.65,42404.0
6322,0,1714,2017-11-01,False,Approved,Solex,Standard,medium,medium,71.49,53.62,41245.0
6323,30,2851,2017-12-21,False,Approved,Solex,Standard,high,medium,748.17,448.9,33888.0
6324,52,3283,2017-05-09,False,Approved,OHM ,Road,medium,medium,1280.28,829.51,37220.0
6325,45,867,2017-03-01,True,Approved,Solex,Standard,medium,medium,441.49,84.99,34071.0
6326,50,2418,2017-06-06,False,Approved,WeareA2B,Standard,medium,small,175.89,131.92,37668.0
6327,36,3064,2017-02-25,True,Approved,Solex,Standard,low,medium,945.04,507.58,40672.0
6328,94,65,2017-02-20,unknown,Approved,Giant ,Standard,medium,large,1635.3,993.66,41848.0
6329,69,3093,2017-01-20,False,Approved,Norco ,Road,medium,large,1240.31,795.1,41533.0
6330,96,1335,2017-08-11,False,Approved,WeareA2B,Road,low,small,1172.78,1043.77,38002.0
6331,23,2755,2017-06-08,True,Approved,Norco ,Mountain,low,small,688.63,612.88,42696.0
6332,50,1432,2017-07-21,True,Approved,Giant ,Standard,medium,medium,642.7,211.37,34527.0
6333,7,3117,2017-08-06,True,Approved,Trek ,Road,low,medium,980.37,234.43,39298.0
6334,93,2386,2017-02-22,False,Approved,WeareA2B,Standard,medium,medium,1065.03,230.09,36833.0
6335,70,233,2017-01-09,True,Approved,Trek ,Standard,high,medium,495.72,297.43,42105.0
6336,21,1137,2017-12-25,False,Approved,Solex,Standard,medium,large,1071.23,380.74,35160.0
6337,54,1103,2017-11-17,True,Approved,WeareA2B,Standard,medium,medium,1807.45,778.69,40410.0
6338,66,2544,2017-02-14,True,Approved,Giant ,Road,low,small,590.26,525.33,40410.0
6339,70,2036,2017-04-06,True,Approved,Trek ,Standard,high,medium,495.72,297.43,42105.0
6340,49,3180,2017-07-08,False,Approved,Trek ,Road,medium,medium,533.51,400.13,37220.0
6341,71,2104,2017-12-03,False,Approved,Solex,Standard,high,large,1842.92,1105.75,34996.0
6342,32,1472,2017-03-07,False,Approved,Giant ,Standard,medium,medium,642.7,211.37,37337.0
6343,76,397,2017-03-02,False,Approved,WeareA2B,Standard,low,medium,642.31,513.85,33429.0
6344,82,769,2017-02-23,False,Approved,Norco ,Standard,high,medium,1148.64,689.18,33879.0
6345,71,2768,2017-01-02,True,Approved,Solex,Standard,high,large,1842.92,1105.75,34996.0
6346,0,2196,2017-11-03,True,Approved,Solex,Standard,medium,medium,478.16,298.72,38573.0
6347,27,684,2017-07-03,True,Approved,Trek ,Standard,medium,medium,499.53,388.72,36334.0
6348,72,2575,2017-12-20,False,Approved,OHM ,Standard,medium,medium,912.52,141.4,34143.0
6349,66,1098,2017-08-06,True,Approved,Giant ,Road,low,small,590.26,525.33,33879.0
6350,22,3101,2017-03-13,unknown,Approved,Solex,Standard,medium,medium,575.27,431.45,41345.0
6351,6,723,2017-02-22,False,Approved,OHM ,Standard,high,medium,227.88,136.73,37838.0
6352,46,2569,2017-05-20,True,Approved,Solex,Standard,low,medium,1289.85,74.51,39427.0
6353,24,711,2017-08-10,False,Approved,Solex,Road,medium,large,1777.8,820.78,40670.0
6354,87,2929,2017-05-27,False,Approved,Giant ,Standard,high,medium,1179.0,707.4,35667.0
6355,59,1843,2017-09-09,False,Approved,Solex,Standard,medium,large,1061.56,733.58,40670.0
6356,4,1056,2017-03-01,True,Approved,Giant ,Standard,high,medium,1129.13,677.48,38573.0
6357,52,594,2017-01-14,True,Approved,OHM ,Road,medium,medium,1280.28,829.51,37220.0
6358,52,1443,2017-05-08,True,Approved,OHM ,Road,medium,medium,1280.28,829.51,40779.0
6359,78,3113,2017-06-19,False,Approved,Giant ,Standard,medium,large,1765.3,709.48,33429.0
6360,60,3015,2017-11-14,True,Approved,Giant ,Standard,high,small,1977.36,1759.85,41848.0
6361,5,2829,2017-08-08,True,Approved,Giant ,Standard,high,medium,1129.13,677.48,38573.0
6362,100,2385,2017-07-21,True,Approved,Norco ,Road,medium,medium,1036.59,206.35,33364.0
6363,29,1190,2017-04-30,True,Approved,Norco ,Road,medium,medium,543.39,407.54,36361.0
6364,23,1879,2017-10-26,False,Approved,Norco ,Standard,medium,medium,1198.46,381.1,36145.0
6365,66,924,2017-06-26,unknown,Approved,Giant ,Road,low,small,590.26,525.33,40487.0
6366,32,1742,2017-01-11,False,Approved,Giant ,Standard,high,medium,1179.0,707.4,35667.0
6367,17,1090,2017-02-09,True,Approved,Solex,Standard,high,medium,1024.66,614.8,35378.0
6368,0,2358,2017-05-14,False,Approved,Solex,Standard,medium,medium,100.35,75.26,37874.0
6369,98,1444,2017-11-22,False,Approved,Trek ,Standard,high,medium,358.39,215.03,38002.0
6370,95,1316,2017-05-02,False,Approved,OHM ,Touring,low,medium,1073.07,933.84,33429.0
6371,29,3210,2017-06-03,False,Approved,Norco ,Road,medium,medium,543.39,407.54,42696.0
6372,99,1993,2017-09-10,False,Approved,Trek ,Road,low,small,1720.7,1531.42,37823.0
6373,91,2421,2017-06-02,False,Approved,Solex,Standard,medium,medium,100.35,75.26,41434.0
6374,23,1207,2017-12-17,False,Approved,Norco ,Mountain,low,small,688.63,612.88,34244.0
6375,39,3114,2017-09-02,True,Approved,Giant ,Standard,medium,large,1812.75,582.48,39427.0
6376,20,2249,2017-09-09,True,Approved,Trek ,Standard,medium,small,1775.81,1580.47,40303.0
6377,16,210,2017-06-28,True,Approved,Norco ,Standard,high,small,1661.92,1479.11,33888.0
6378,9,621,2017-12-28,False,Approved,Norco ,Standard,medium,small,1216.14,1082.36,33455.0
6379,4,392,2017-04-13,True,Approved,Giant ,Standard,high,medium,1129.13,677.48,38573.0
6380,14,2701,2017-01-24,True,Approved,Trek ,Standard,medium,small,1386.84,1234.29,39880.0
6381,96,48,2017-01-05,True,Approved,WeareA2B,Road,low,small,1172.78,1043.77,37539.0
6382,58,2452,2017-11-15,True,Approved,OHM ,Standard,medium,medium,912.52,141.4,42295.0
6383,36,3332,2017-02-18,False,Approved,Solex,Standard,low,medium,945.04,507.58,35052.0
6384,32,700,2017-03-09,False,Approved,Giant ,Standard,medium,medium,642.7,211.37,37337.0
6385,5,2867,2017-03-16,True,Approved,Giant ,Standard,high,medium,1129.13,677.48,38573.0
6386,46,3224,2017-01-04,True,Approved,Solex,Standard,low,medium,1289.85,74.51,39427.0
6387,43,1339,2017-05-02,True,Approved,Norco ,Standard,medium,medium,1555.58,818.01,37873.0
6388,17,1582,2017-06-30,False,Approved,Solex,Standard,high,medium,1024.66,614.8,35378.0
6389,67,935,2017-08-09,False,Approved,Norco ,Road,medium,medium,544.05,376.84,42560.0
6390,100,3058,2017-05-19,False,Approved,Norco ,Road,medium,medium,1036.59,206.35,40553.0
6391,8,2294,2017-09-27,False,Approved,Solex,Road,medium,small,1703.52,1516.13,40649.0
6392,1,2793,2017-12-10,True,Approved,Giant ,Standard,medium,medium,1403.5,954.82,41245.0
6393,4,1179,2017-12-23,False,Approved,Solex,Standard,medium,medium,1483.2,99.59,37838.0
6394,25,3126,2017-01-28,False,Approved,OHM ,Standard,high,medium,2005.66,1203.4,41009.0
6395,85,1646,2017-03-29,False,Approved,WeareA2B,Standard,medium,medium,752.64,205.36,36145.0
6396,50,649,2017-12-19,False,Approved,WeareA2B,Standard,medium,small,175.89,131.92,42295.0
6397,67,517,2017-05-14,False,Approved,Norco ,Road,medium,medium,544.05,376.84,40410.0
6398,54,153,2017-09-01,True,Approved,WeareA2B,Standard,medium,medium,1292.84,13.44,39915.0
6399,35,1106,2017-08-13,True,Approved,Trek ,Standard,low,medium,1057.51,154.4,34527.0
6400,32,3141,2017-08-07,True,Approved,Giant ,Standard,medium,medium,642.7,211.37,33888.0
6401,1,555,2017-07-18,False,Approved,Giant ,Standard,medium,medium,1403.5,954.82,42688.0
6402,1,1115,2017-08-08,True,Approved,Giant ,Touring,medium,large,1873.97,863.95,41533.0
6403,88,2311,2017-07-22,True,Approved,Norco ,Standard,medium,medium,1198.46,381.1,36145.0
6404,74,2138,2017-08-28,True,Approved,WeareA2B,Standard,medium,medium,1762.96,950.52,41848.0
6405,39,445,2017-02-18,True,Approved,Giant ,Standard,medium,large,1812.75,582.48,40336.0
6406,60,2983,2017-08-08,False,Approved,Giant ,Standard,high,small,1977.36,1759.85,37220.0
6407,50,1745,2017-01-01,False,Approved,WeareA2B,Standard,medium,small,175.89,131.92,37668.0
6408,26,1084,2017-12-04,True,Approved,WeareA2B,Standard,medium,medium,1992.93,762.63,34115.0
6409,56,1551,2017-08-22,True,Approved,OHM ,Standard,medium,medium,183.86,137.9,35707.0
6410,0,3239,2017-12-28,True,Approved,Norco ,Standard,low,medium,363.01,290.41,38482.0
6411,79,525,2017-07-16,False,Approved,Norco ,Standard,medium,medium,1555.58,818.01,37873.0
6412,0,413,2017-06-01,False,Approved,WeareA2B,Standard,medium,small,175.89,131.92,42295.0
6413,75,583,2017-02-10,True,Approved,Giant ,Touring,medium,large,1873.97,863.95,38859.0
6414,10,428,2017-08-13,True,Approved,Solex,Standard,medium,medium,1945.43,333.18,38193.0
6415,0,1596,2017-07-20,unknown,Approved,Norco ,Road,medium,medium,544.05,376.84,38859.0
6416,20,3324,2017-08-18,True,Approved,Trek ,Standard,medium,small,1775.81,1580.47,42404.0
6417,24,2635,2017-05-20,True,Approved,Solex,Road,medium,large,1777.8,820.78,40670.0
6418,38,1572,2017-06-21,False,Approved,Trek ,Standard,medium,large,2091.47,388.92,38991.0
6419,0,406,2017-03-26,unknown,Approved,Giant ,Standard,medium,large,569.56,528.43,37874.0
6420,16,2309,2017-12-06,False,Approved,Norco ,Standard,high,small,1661.92,1479.11,34586.0
6421,85,1956,2017-07-17,False,Approved,WeareA2B,Standard,medium,medium,752.64,205.36,36367.0
6422,6,2427,2017-02-14,False,Approved,Solex,Standard,high,medium,748.17,448.9,35052.0
6423,6,3370,2017-05-04,unknown,Approved,Solex,Standard,high,medium,748.17,448.9,36361.0
6424,31,1530,2017-11-17,True,Approved,Giant ,Standard,medium,medium,230.91,173.18,34527.0
6425,45,1049,2017-09-07,True,Approved,Solex,Standard,medium,medium,441.49,84.99,34071.0
6426,50,328,2017-03-02,False,Approved,WeareA2B,Standard,medium,small,175.89,131.92,37668.0
6427,29,2365,2017-12-29,True,Approved,Norco ,Road,medium,medium,543.39,407.54,37337.0
6428,72,1684,2017-02-28,True,Approved,Norco ,Standard,medium,medium,360.4,270.3,42710.0
6429,35,2664,2017-10-01,False,Approved,Trek ,Standard,low,medium,1057.51,154.4,34527.0
6430,26,1799,2017-08-11,False,Approved,WeareA2B,Standard,medium,medium,1992.93,762.63,34115.0
6431,74,632,2017-04-19,False,Approved,WeareA2B,Standard,medium,medium,1228.07,400.91,34527.0
6432,53,3262,2017-12-16,False,Approved,OHM ,Standard,medium,medium,795.34,101.58,35470.0
6433,24,2406,2017-10-09,False,Approved,Solex,Road,medium,large,1777.8,820.78,33455.0
6434,11,1812,2017-10-06,True,Approved,Giant ,Standard,high,medium,1274.93,764.96,39298.0
6435,53,311,2017-06-17,True,Approved,Giant ,Standard,high,medium,1274.93,764.96,39298.0
6436,17,2433,2017-04-12,False,Approved,WeareA2B,Touring,medium,large,1362.99,57.74,36367.0
6437,3,2590,2017-10-11,True,Approved,Trek ,Standard,medium,large,2091.47,388.92,33429.0
6438,38,3484,2017-06-20,False,Approved,Trek ,Standard,medium,large,2091.47,388.92,37698.0
6439,20,3215,2017-07-29,False,Approved,Trek ,Standard,medium,small,1775.81,1580.47,35378.0
6440,41,2398,2017-01-14,True,Approved,Norco ,Standard,low,medium,958.74,748.9,38693.0
6441,54,1262,2017-11-17,True,Approved,WeareA2B,Standard,medium,medium,1807.45,778.69,42105.0
6442,25,369,2017-09-20,True,Approved,Giant ,Road,medium,medium,1538.99,829.65,42404.0
6443,69,327,2017-06-08,True,Approved,Giant ,Road,medium,medium,792.9,594.68,33879.0
6444,62,1725,2017-12-04,True,Cancelled,Solex,Standard,high,medium,1024.66,614.8,40670.0
6445,81,1063,2017-04-10,True,Approved,Norco ,Standard,medium,small,586.45,521.94,42218.0
6446,64,601,2017-09-20,False,Approved,Giant ,Standard,high,small,1977.36,1759.85,42172.0
6447,32,605,2017-10-20,True,Approved,Giant ,Standard,medium,medium,642.7,211.37,40618.0
6448,59,1590,2017-05-10,False,Approved,Solex,Standard,medium,large,1061.56,733.58,34244.0
6449,90,1821,2017-11-16,True,Approved,Solex,Standard,low,medium,945.04,507.58,40672.0
6450,7,1923,2017-12-15,True,Approved,Trek ,Road,low,medium,980.37,234.43,38258.0
6451,57,1496,2017-06-09,True,Approved,WeareA2B,Touring,medium,large,1890.39,260.14,34586.0
6452,0,2767,2017-05-21,False,Approved,Trek ,Standard,high,medium,358.39,215.03,38002.0
6453,6,1358,2017-04-26,False,Approved,Solex,Standard,high,medium,748.17,448.9,33552.0
6454,20,674,2017-06-09,True,Approved,Trek ,Standard,medium,small,1775.81,1580.47,40303.0
6455,79,979,2017-05-30,False,Approved,Solex,Touring,medium,large,2083.94,675.03,41533.0
6456,26,3058,2017-02-02,True,Approved,WeareA2B,Standard,medium,medium,1992.93,762.63,38193.0
6457,77,2411,2017-11-05,False,Approved,WeareA2B,Standard,medium,medium,1769.64,108.76,40672.0
6458,59,1155,2017-07-09,False,Approved,Solex,Standard,medium,large,1061.56,733.58,40487.0
6459,32,1152,2017-06-13,True,Approved,Giant ,Standard,medium,medium,642.7,211.37,38750.0
6460,60,2088,2017-09-21,True,Approved,Giant ,Standard,high,small,1977.36,1759.85,38647.0
6461,57,2843,2017-09-12,False,Approved,WeareA2B,Touring,medium,large,1890.39,260.14,42145.0
6462,100,327,2017-12-14,True,Approved,Norco ,Road,medium,medium,1036.59,206.35,33364.0
6463,32,2207,2017-03-14,False,Approved,Giant ,Standard,medium,medium,642.7,211.37,34527.0
6464,29,1365,2017-05-27,True,Approved,Norco ,Road,medium,medium,543.39,407.54,42696.0
6465,40,1103,2017-11-28,True,Approved,Trek ,Road,medium,large,1894.19,598.76,33259.0
6466,34,760,2017-08-25,False,Approved,Norco ,Road,high,large,774.53,464.72,39526.0
6467,32,1726,2017-08-14,unknown,Approved,Giant ,Standard,high,medium,1179.0,707.4,35667.0
6468,82,3050,2017-09-09,True,Approved,Giant ,Road,medium,medium,1538.99,829.65,42404.0
6469,79,1205,2017-09-18,False,Approved,Norco ,Standard,medium,medium,1555.58,818.01,37873.0
6470,95,1274,2017-03-02,False,Approved,Giant ,Standard,medium,large,569.56,528.43,37874.0
6471,31,1270,2017-08-06,True,Approved,Giant ,Standard,medium,medium,230.91,173.18,39031.0
6472,79,1853,2017-05-04,False,Approved,Norco ,Standard,medium,medium,1555.58,818.01,35667.0
6473,57,109,2017-08-16,True,Approved,WeareA2B,Touring,medium,large,1890.39,260.14,36146.0
6474,67,2070,2017-12-26,True,Approved,Norco ,Road,medium,medium,544.05,376.84,37659.0
6475,96,263,2017-11-05,True,Approved,Giant ,Standard,medium,large,1635.3,993.66,41434.0
6476,82,3089,2017-10-20,True,Approved,Norco ,Standard,high,medium,1148.64,689.18,34079.0
6477,35,844,2017-11-15,False,Approved,Giant ,Standard,medium,medium,1403.5,954.82,42688.0
6478,75,1385,2017-12-05,False,Approved,Giant ,Touring,medium,large,1873.97,863.95,38859.0
6479,0,3037,2017-09-01,False,Approved,OHM ,Standard,medium,medium,235.63,125.07,41434.0
6480,2,2532,2017-12-08,False,Approved,Solex,Standard,medium,medium,71.49,53.62,41245.0
6481,67,1223,2017-10-29,True,Approved,Norco ,Road,medium,medium,544.05,376.84,42105.0
6482,10,1296,2017-03-18,True,Approved,WeareA2B,Touring,medium,medium,1466.68,363.25,37838.0
6483,91,1651,2017-03-13,True,Approved,Solex,Standard,medium,medium,100.35,75.26,41434.0
6484,1,1672,2017-09-26,True,Approved,Giant ,Standard,medium,medium,1403.5,954.82,37659.0
6485,70,2164,2017-09-15,True,Approved,Trek ,Standard,high,medium,495.72,297.43,38193.0
6486,72,389,2017-02-28,True,Approved,Norco ,Standard,medium,medium,360.4,270.3,37499.0
6487,67,440,2017-05-16,False,Approved,Norco ,Road,medium,medium,544.05,376.84,38647.0
6488,0,2697,2017-04-25,True,Approved,Trek ,Standard,high,medium,358.39,215.03,38002.0
6489,43,2381,2017-11-29,True,Approved,Solex,Standard,medium,medium,1151.96,649.49,39427.0
6490,62,1372,2017-01-24,True,Approved,Solex,Standard,medium,medium,478.16,298.72,34143.0
6491,31,1585,2017-01-08,False,Approved,Giant ,Standard,medium,medium,230.91,173.18,40336.0
6492,65,2860,2017-03-16,True,Approved,WeareA2B,Standard,medium,medium,1807.45,778.69,42145.0
6493,8,3409,2017-01-30,True,Approved,Solex,Road,medium,small,1703.52,1516.13,40649.0
6494,9,1930,2017-02-19,True,Approved,Norco ,Standard,medium,small,1216.14,1082.36,33455.0
6495,46,2413,2017-10-05,False,Approved,OHM ,Standard,low,medium,1793.43,248.82,40672.0
6496,0,3441,2017-04-21,False,Approved,Norco ,Road,medium,medium,544.05,376.84,36668.0
6497,23,3077,2017-07-08,False,Approved,Norco ,Mountain,low,small,688.63,612.88,34071.0
6498,48,2602,2017-06-02,True,Approved,WeareA2B,Standard,medium,medium,1762.96,950.52,41848.0
6499,54,25,2017-04-15,False,Approved,WeareA2B,Standard,medium,medium,1292.84,13.44,42295.0
6500,28,1178,2017-04-26,True,Approved,Norco ,Standard,medium,small,1216.14,1082.36,33455.0
6501,13,2323,2017-04-26,True,Approved,Solex,Standard,medium,medium,1577.53,826.51,40618.0
6502,81,3289,2017-10-22,True,Approved,Norco ,Standard,medium,small,586.45,521.94,38002.0
6503,53,72,2017-08-12,False,Approved,OHM ,Standard,medium,medium,795.34,101.58,39915.0
6504,19,2668,2017-10-29,True,Approved,OHM ,Road,high,large,12.01,7.21,39880.0
6505,23,1504,2017-05-23,True,Approved,Norco ,Mountain,low,small,688.63,612.88,34115.0
6506,24,2537,2017-01-29,True,Approved,Solex,Road,medium,large,1777.8,820.78,40670.0
6507,8,476,2017-12-21,False,Approved,Solex,Road,medium,small,1703.52,1516.13,40649.0
6508,84,1074,2017-06-02,False,Approved,Giant ,Road,medium,medium,792.9,594.68,38859.0
6509,63,2912,2017-01-05,False,Approved,WeareA2B,Standard,medium,medium,1992.93,762.63,34115.0
6510,38,2321,2017-07-22,True,Approved,Solex,Standard,medium,medium,1577.53,826.51,39427.0
6511,83,2383,2017-02-12,False,Approved,Solex,Touring,medium,large,2083.94,675.03,41533.0
6512,60,1876,2017-08-08,True,Approved,Giant ,Standard,high,small,1977.36,1759.85,41848.0
6513,12,636,2017-04-06,True,Approved,WeareA2B,Standard,medium,medium,1231.15,161.6,38216.0
6514,53,1758,2017-01-08,True,Approved,OHM ,Standard,medium,medium,795.34,101.58,34170.0
6515,43,3164,2017-01-08,False,Approved,Solex,Standard,medium,medium,1151.96,649.49,41064.0
6516,32,3491,2017-06-24,True,Approved,Giant ,Standard,medium,medium,642.7,211.37,37337.0
6517,0,2251,2017-06-27,True,Approved,Solex,Standard,medium,medium,441.49,84.99,34071.0
6518,25,1049,2017-05-01,True,Approved,Giant ,Road,medium,medium,1538.99,829.65,42404.0
6519,53,3483,2017-03-23,True,Approved,Giant ,Standard,high,medium,1274.93,764.96,37838.0
6520,83,2014,2017-01-09,unknown,Approved,Solex,Touring,medium,large,2083.94,675.03,35667.0
6521,62,1350,2017-05-09,True,Approved,Solex,Standard,medium,medium,478.16,298.72,36146.0
6522,97,2011,2017-01-25,False,Approved,OHM ,Road,medium,medium,742.54,667.4,42560.0
6523,49,2334,2017-03-15,True,Approved,Trek ,Road,medium,medium,533.51,400.13,41064.0
6524,85,1824,2017-03-03,False,Approved,WeareA2B,Standard,medium,medium,752.64,205.36,34079.0
6525,63,3344,2017-07-29,False,Approved,Solex,Standard,medium,medium,1483.2,99.59,42145.0
6526,0,965,2017-05-06,False,Approved,OHM ,Standard,medium,medium,183.86,137.9,41047.0
6527,18,2174,2017-05-25,False,Approved,Norco ,Standard,high,medium,1148.64,689.18,42226.0
6528,7,2427,2017-06-12,False,Approved,Giant ,Standard,medium,small,1311.44,1167.18,35560.0
6529,28,2797,2017-01-21,True,Approved,Norco ,Standard,medium,small,1216.14,1082.36,33455.0
6530,8,2485,2017-01-05,False,Approved,Solex,Road,medium,small,1703.52,1516.13,33549.0
6531,45,1487,2017-12-13,False,Approved,Solex,Standard,medium,medium,441.49,84.99,38991.0
6532,17,1351,2017-02-28,True,Approved,WeareA2B,Touring,medium,large,1362.99,57.74,34079.0
6533,21,1116,2017-10-10,False,Approved,Solex,Standard,medium,large,1071.23,380.74,34527.0
6534,16,2009,2017-11-08,False,Approved,Norco ,Standard,high,small,1661.92,1479.11,40303.0
6535,0,451,2017-06-04,False,Approved,WeareA2B,Standard,medium,medium,60.34,45.26,34165.0
6536,36,3085,2017-06-21,True,Approved,Solex,Standard,low,medium,945.04,507.58,35052.0
6537,42,707,2017-06-04,True,Approved,OHM ,Road,medium,small,1810.0,1610.9,38991.0
6538,4,2625,2017-05-14,False,Approved,Giant ,Standard,high,medium,1129.13,677.48,38216.0
6539,0,2299,2017-01-11,False,Approved,Solex,Standard,medium,medium,71.49,53.62,38573.0
6540,27,39,2017-09-16,True,Approved,Trek ,Standard,medium,medium,499.53,388.72,36334.0
6541,65,1445,2017-12-06,False,Approved,WeareA2B,Standard,medium,medium,1807.45,778.69,42145.0
6542,97,2603,2017-11-17,True,Approved,OHM ,Road,medium,medium,742.54,667.4,33549.0
6543,19,2254,2017-09-22,True,Approved,OHM ,Road,high,large,12.01,7.21,39880.0
6544,1,489,2017-03-25,False,Approved,Giant ,Standard,medium,medium,1403.5,954.82,42688.0
6545,3,68,2017-11-02,True,Approved,Trek ,Standard,medium,large,2091.47,388.92,40779.0
6546,53,1443,2017-08-07,False,Approved,OHM ,Standard,medium,medium,795.34,101.58,37823.0
6547,14,1130,2017-08-16,True,Approved,Trek ,Standard,medium,small,1386.84,1234.29,37838.0
6548,2,2985,2017-11-22,True,Approved,Solex,Standard,medium,medium,71.49,53.62,38258.0
6549,79,500,2017-02-25,True,Approved,Norco ,Standard,medium,medium,1555.58,818.01,39880.0
6550,34,749,2017-08-31,True,Approved,Norco ,Road,high,large,774.53,464.72,37698.0
6551,40,2480,2017-12-06,False,Approved,Trek ,Road,medium,large,1894.19,598.76,36146.0
6552,38,1291,2017-12-14,False,Approved,Solex,Standard,medium,medium,1577.53,826.51,40618.0
6553,8,3262,2017-03-15,True,Approved,Solex,Road,medium,small,1703.52,1516.13,40649.0
6554,28,2371,2017-01-14,True,Approved,Solex,Road,medium,small,1703.52,1516.13,41701.0
6555,84,3248,2017-03-16,True,Approved,Trek ,Road,medium,medium,290.62,215.14,38339.0
6556,3,3273,2017-06-09,True,Approved,Trek ,Standard,medium,large,2091.47,388.92,36361.0
6557,21,1727,2017-10-20,False,Approved,WeareA2B,Touring,medium,medium,1466.68,363.25,41701.0
6558,1,179,2017-09-08,True,Approved,Giant ,Touring,medium,large,1873.97,863.95,41533.0
6559,39,2508,2017-09-06,True,Approved,Giant ,Standard,medium,large,1812.75,582.48,40618.0
6560,92,1935,2017-03-11,True,Approved,WeareA2B,Standard,medium,small,1415.01,1259.36,37626.0
6561,40,2542,2017-09-06,True,Approved,OHM ,Standard,high,medium,1458.17,874.9,40672.0
6562,87,3081,2017-05-17,False,Approved,OHM ,Standard,medium,medium,1636.9,44.71,38859.0
6563,90,3214,2017-02-22,False,Approved,Norco ,Standard,low,medium,363.01,290.41,38002.0
6564,0,2048,2017-11-06,False,Cancelled,Norco ,Road,medium,medium,544.05,376.84,38647.0
6565,8,2671,2017-10-06,True,Approved,Solex,Road,medium,small,1703.52,1516.13,40649.0
6566,53,2449,2017-05-22,True,Approved,OHM ,Standard,medium,medium,795.34,101.58,35470.0
6567,37,80,2017-05-01,True,Approved,OHM ,Standard,low,medium,1793.43,248.82,36361.0
6568,59,2184,2017-01-06,False,Approved,Solex,Standard,medium,large,1061.56,733.58,34170.0
6569,86,3299,2017-08-04,False,Approved,OHM ,Standard,medium,medium,235.63,125.07,38482.0
6570,50,55,2017-08-14,True,Approved,WeareA2B,Standard,medium,small,175.89,131.92,37220.0
6571,30,2498,2017-05-28,True,Approved,OHM ,Standard,medium,medium,1227.34,770.89,34556.0
6572,75,3090,2017-03-01,False,Approved,Giant ,Touring,medium,large,1873.97,863.95,38859.0
6573,99,1581,2017-04-02,False,Approved,OHM ,Standard,medium,medium,1227.34,770.89,34556.0
6574,11,1205,2017-10-24,unknown,Approved,Giant ,Standard,high,medium,1274.93,764.96,39298.0
6575,20,871,2017-03-19,False,Approved,Trek ,Standard,medium,small,1775.81,1580.47,40670.0
6576,77,2214,2017-03-12,False,Approved,WeareA2B,Standard,medium,medium,1769.64,108.76,37668.0
6577,90,870,2017-05-18,True,Approved,Norco ,Standard,low,medium,363.01,290.41,38482.0
6578,41,367,2017-10-20,False,Approved,Solex,Road,medium,medium,416.98,312.74,41064.0
6579,61,62,2017-09-01,True,Approved,OHM ,Standard,low,medium,71.16,56.93,33879.0
6580,2,595,2017-05-18,True,Approved,Solex,Standard,medium,medium,71.49,53.62,41245.0
6581,83,312,2017-03-30,False,Approved,Solex,Touring,medium,large,2083.94,675.03,42218.0
6582,12,1991,2017-11-18,True,Approved,WeareA2B,Standard,medium,medium,1231.15,161.6,35378.0
6583,47,588,2017-05-20,True,Approved,Trek ,Road,low,small,1720.7,1531.42,38991.0
6584,97,1902,2017-04-18,False,Approved,Solex,Standard,medium,large,202.62,151.96,34556.0
6585,15,374,2017-02-12,True,Approved,Norco ,Standard,low,medium,958.74,748.9,41345.0
6586,36,2276,2017-01-25,True,Approved,Solex,Standard,low,medium,945.04,507.58,36361.0
6587,92,1691,2017-04-12,True,Approved,WeareA2B,Touring,medium,large,1890.39,260.14,34170.0
